Id Cliente,Date,Date Serv Since,Date Serv Until,Expire date,Mod,Number,Coin,Amount,Total Fact,Balance,Code,Countable account,Amount,Unit Price,Subtotal,Bonus,Subtotal Bonus,Deposit,Sale condition,Origin,Registration date
720586,03/04/2018,,,03/04/2018,Booking,00000008,$,38286,46326.06,0,HONORARIOS,4.1.5,3,12762,38286,0,0,CENTER,Cash,,06/04/2018
15163,10/05/2018,,,10/05/2018,Booking,00000017,$,118979.78,131472.66,0,HONORARIOS,4.1.5,1,118979.7828,118979.7828,0,0,CENTER,Cash,,10/05/2018
15163,14/05/2018,,,14/05/2018,Booking,00000002,$,-118979.78,-131472.66,0,HONORARIOS,4.1.2,-1,-118979.7828,-118979.7828,0,0,CENTER,Cash,,14/05/2018
15163,14/05/2018,,,14/05/2018,Booking,00000018,$,108655.09,131472.66,0,HONORARIOS,4.1.5,1,108655.0909,108655.0909,0,0,CENTER,Cash,,14/05/2018
15163,14/05/2018,,,14/05/2018,Booking,00000003,$,-108655.09,-131472.66,0,HONORARIOS,4.1.5,-1,-108655.0909,-108655.0909,0,0,CENTER,Cash,,14/05/2018
997434,14/05/2018,,,14/05/2018,Booking,00000019,$,118979.78,131472.66,0,HONORARIOS,4.1.5,1,118979.7828,118979.7828,0,0,CENTER,Cash,,14/05/2018
720586,16/05/2018,,,16/05/2018,Booking,00000009,$,7657.2,9265.21,0,HONORARIOS,4.1.5,1,7657.198347,7657.198347,0,0,CENTER,Cash,,30/05/2018
720586,02/07/2018,,,02/07/2018,Booking,00000010,$,12762,15442.02,0,HONORARIOS,4.1.5,1,12762,12762,0,0,CENTER,Cash,,02/07/2018
124630,13/07/2018,,,13/07/2018,Electric,00000001,$,297.52,360,0,910222,4.1.1,1,297.5206612,297.5206612,0,0,CENTER,Check,,13/07/2018
111113,13/07/2018,,,13/07/2018,Electric,00000002,$,0.83,1,0,COMUN,4.1.1,1,0.8264462809,0.8264462809,0,0,CENTER,MercadoPago,,13/07/2018
111113,13/07/2018,,,13/07/2018,Electric,00000003,$,0.83,1,0,COMUN,4.1.1,1,0.8264462809,0.8264462809,0,0,CENTER,MercadoPago,,13/07/2018
449977,13/07/2018,,,13/07/2018,Electric,00000004,$,6983.47,8450,0,099-2117-000,4.1.1,1,6983.471074,6983.471074,0,0,CENTER,MercadoPago,,13/07/2018
,13/07/2018,,,13/07/2018,Other,00000001,$,730,730,0,50005000002,4.1.4,1,200,200,0,0,CENTER,Cash,,13/07/2018
,13/07/2018,,,13/07/2018,Other,00000001,$,730,730,0,E410,4.1.4,1,490,490,0,0,CENTER,Cash,,13/07/2018
,13/07/2018,,,13/07/2018,Other,00000001,$,730,730,0,915172,4.1.4,1,40,40,0,0,CENTER,Cash,,13/07/2018
435351,13/07/2018,,,13/07/2018,Electric,00000005,$,309.92,375,0,911006,4.1.1,1,309.9173554,309.9173554,0,0,CENTER,Cash,,13/07/2018
686968,13/07/2018,,,13/07/2018,Other,00000002,$,30,30,0,098-0351-943,4.1.4,1,30,30,0,0,CENTER,Cash,,13/07/2018
689690,13/07/2018,,,13/07/2018,Other,00000003,$,795,795,0,50006200001,4.1.4,1,745,745,0,0,CENTER,Cash,,13/07/2018
689690,13/07/2018,,,13/07/2018,Other,00000003,$,795,795,0,915191,4.1.4,1,50,50,0,0,CENTER,Cash,,13/07/2018
253373,13/07/2018,,,13/07/2018,Other,00000004,$,350,350,0,EXL120,4.1.4,1,350,350,0,0,CENTER,Cash,,13/07/2018
253373,13/07/2018,,,13/07/2018,Other,00000005,$,120,120,0,Pila afinador,4.1.4,1,120,120,0,0,CENTER,Cash,,13/07/2018
253373,13/07/2018,,,13/07/2018,Other,00000006,$,165,165,0,SGC3,4.1.4,1,165,165,0,0,CENTER,Cash,,13/07/2018
275609,14/07/2018,,,14/07/2018,Electric,00000006,$,309.92,375,0,EJ27N,4.1.1,1,309.9173554,309.9173554,0,0,CENTER,Check,,14/07/2018
,14/07/2018,,,14/07/2018,Other,00000007,$,375,375,0,EJ27N,4.1.4,1,375,375,0,0,CENTER,Cash,,14/07/2018
87527,14/07/2018,,,14/07/2018,Electric,00000007,$,2471.07,2990,0,5ROM03000011,4.1.1,1,2471.07438,2471.07438,0,0,CENTER,MercadoPago,,14/07/2018
149180,16/07/2018,,,16/07/2018,Electric,00000008,$,2896.69,3505,0,MV141134,4.1.1,1,2896.694215,2896.694215,0,0,CENTER,MercadoPago,,16/07/2018
332331,16/07/2018,,,16/07/2018,Other,00000008,$,480,480,280,SGC6,4.1.4,2,240,480,0,0,CENTER,Cash,,16/07/2018
698060,17/07/2018,,,17/07/2018,Other,00000009,$,60,60,0,PL009,4.1.4,1,60,60,0,0,CENTER,Cash,,17/07/2018
317207,19/07/2018,,,19/07/2018,Other,00000010,$,1025,1025,0,PCT,4.1.4,1,1025,1025,0,0,CENTER,Cash,,19/07/2018
689594,20/07/2018,,,20/07/2018,Electric,00000009,$,11487.6,13900,0,233-0305-900,4.1.1,1,11487.60331,11487.60331,0,0,CENTER,Credit card,,20/07/2018
696259,21/07/2018,,,21/07/2018,Electric,00000010,$,227.27,275,0,MSTBFINISHG,4.1.2,1,227.2727273,227.2727273,0,0,CENTER,Cash,,21/07/2018
107871,21/07/2018,,,21/07/2018,Other,00000011,$,115,115,0,LAU5AW,4.1.4,1,115,115,0,0,CENTER,Cash,,21/07/2018
413573,23/07/2018,,,23/07/2018,Other,00000012,$,100,100,0,RECGER,4.1.4,1,100,100,0,0,CENTER,Cash,,23/07/2018
162689,23/07/2018,,,23/07/2018,Other,00000013,$,240,240,0,SGC6,4.1.4,1,240,240,0,0,CENTER,Cash,,23/07/2018
377960,24/07/2018,,,24/07/2018,Other,00000014,$,230,230,0,LAU5AW,4.1.4,2,115,230,0,0,CENTER,Cash,,24/07/2018
945993,24/07/2018,,,24/07/2018,Electric,00000011,$,206.61,250,0,JH024,4.1.1,1,206.6115702,206.6115702,0,0,CENTER,Check,,24/07/2018
893483,24/07/2018,,,24/07/2018,Other,00000015,$,2107.44,2550,0,H-008,4.1.2,1,2107.438017,2107.438017,0,0,CENTER,Cash,,24/07/2018
19248,24/07/2018,,,24/07/2018,Other,00000016,$,165,165,0,SGC3,4.1.4,1,165,165,0,0,CENTER,Cash,,24/07/2018
389283,25/07/2018,,,25/07/2018,Other,00000017,$,150,150,0,JD349,4.1.4,5,30,150,0,0,CENTER,Cash,,25/07/2018
507887,25/07/2018,,,25/07/2018,Other,00000018,$,120,120,0,J2706,4.1.4,1,120,120,0,0,CENTER,Cash,,25/07/2018
83283,25/07/2018,,,25/07/2018,Other,00000019,$,1000,1000,0,098-0351-380,4.1.4,4,25,100,0,0,CENTER,Cash,,25/07/2018
83283,25/07/2018,,,25/07/2018,Other,00000019,$,1000,1000,0,AC-QL-GS/438,4.1.4,1,665,665,0,0,CENTER,Cash,,25/07/2018
83283,25/07/2018,,,25/07/2018,Other,00000019,$,1000,1000,0,LA7AW,4.1.4,1,235,235,0,0,CENTER,Cash,,25/07/2018
508918,25/07/2018,,,25/07/2018,Other,00000020,$,250,250,0,098-0351-380,4.1.4,1,20,20,0,0,CENTER,Cash,,25/07/2018
508918,25/07/2018,,,25/07/2018,Other,00000020,$,250,250,0,EG700,4.1.4,1,190,190,0,0,CENTER,Cash,,25/07/2018
508918,25/07/2018,,,25/07/2018,Other,00000020,$,250,250,0,JD493,4.1.4,1,40,40,0,0,CENTER,Cash,,25/07/2018
119410,25/07/2018,,,25/07/2018,Electric,00000012,$,190.08,230,0,RSRCAJ,4.1.2,1,190.0826446,190.0826446,0,0,CENTER,Cash,,25/07/2018
923310,25/07/2018,,,25/07/2018,Electric,00000013,$,5262.81,6368,0,RSRCI,4.1.1,1,603.3057851,603.3057851,0,0,CENTER,Cash,,25/07/2018
923310,25/07/2018,,,25/07/2018,Electric,00000013,$,5262.81,6368,0,C542P,4.1.1,1,4409.090909,4409.090909,0,0,CENTER,Cash,,25/07/2018
923310,25/07/2018,,,25/07/2018,Electric,00000013,$,5262.81,6368,0,ADICIONAL,4.1.1,1,250.4132231,250.4132231,0,0,CENTER,Cash,,25/07/2018
689690,26/07/2018,,,26/07/2018,Other,00000021,$,190,190,0,EG700,4.1.4,1,190,190,0,0,CENTER,Cash,,26/07/2018
262898,26/07/2018,,,26/07/2018,Other,00000022,$,215,215,0,XL110,4.1.4,1,215,215,0,0,CENTER,Cash,,26/07/2018
713456,26/07/2018,,,26/07/2018,Electric,00000014,$,1293.39,1565,0,JBS-601,4.1.1,1,1293.38843,1293.38843,0,0,CENTER,MercadoPago,,26/07/2018
91882,26/07/2018,,,26/07/2018,Other,00000023,$,60,60,0,098-0351-908,4.1.4,1,30,30,0,0,CENTER,Cash,,26/07/2018
91882,26/07/2018,,,26/07/2018,Other,00000023,$,60,60,0,098-0351-909,4.1.4,1,30,30,0,0,CENTER,Cash,,26/07/2018
181290,26/07/2018,,,26/07/2018,Other,00000024,$,50,50,0,098-0351-500,4.1.4,1,25,25,0,0,CENTER,Cash,,26/07/2018
181290,26/07/2018,,,26/07/2018,Other,00000024,$,50,50,0,098-0351-580,4.1.4,1,25,25,0,0,CENTER,Cash,,26/07/2018
764900,26/07/2018,,,26/07/2018,Electric,00000015,$,1942.15,2350,0,5ROM03000100,4.1.1,1,1942.14876,1942.14876,0,0,CENTER,MercadoPago,,26/07/2018
436711,27/07/2018,,,26/08/2018,Electric,00000016,$,144.63,175,0,MGS28044CH,4.1.1,1,144.6280992,144.6280992,0,0,CENTER,Check,,27/07/2018
694208,27/07/2018,,,27/07/2018,Electric,00000017,$,305.79,370,0,JB900BK,4.1.1,1,305.785124,305.785124,0,0,CENTER,Cash,,27/07/2018
332339,27/07/2018,,,27/07/2018,Electric,00000001,$,4990.91,6039,0,5SUN01000114,4.1.1,1,4537.190083,4537.190083,0,0,CENTER,Cash,,27/07/2018
332339,27/07/2018,,,27/07/2018,Electric,00000001,$,4990.91,6039,0,ADICIONAL,4.1.1,1,453.7190083,453.7190083,0,0,CENTER,Cash,,27/07/2018
332339,27/07/2018,,,27/07/2018,Electric,00000002,$,633.06,766,0,RSRAI,4.1.1,1,633.0578512,633.0578512,0,0,CENTER,Cash,,27/07/2018
544226,27/07/2018,,,27/07/2018,Other,00000025,$,1177.69,1425,0,UK10N,4.1.1,1,1177.68595,1177.68595,0,0,CENTER,Cash,,27/07/2018
402498,27/07/2018,,,27/07/2018,Other,00000026,$,1300,1300,0,REMERA,4.1.4,2,650,1300,0,0,CENTER,Cash,,27/07/2018
888602,27/07/2018,,,27/07/2018,Other,00000027,$,190,190,0,EG700,4.1.4,1,190,190,0,0,CENTER,Cash,,27/07/2018
493398,27/07/2018,,,27/07/2018,Other,00000028,$,800,800,0,600HT,4.1.4,1,505,505,0,0,CENTER,Cash,,27/07/2018
493398,27/07/2018,,,27/07/2018,Other,00000028,$,800,800,0,WST630,4.1.4,1,295,295,0,0,CENTER,Cash,,27/07/2018
107871,27/07/2018,,,27/07/2018,Other,00000029,$,50,50,0,COMUN,4.1.4,1,50,50,0,0,CENTER,Cash,,27/07/2018
,28/07/2018,,,28/07/2018,Other,00000030,$,850,850,0,Mensual Guitarra Clasica ACTUAL,4.1.4,1,850,850,0,0,CENTER,Cash,,28/07/2018
131648,28/07/2018,,,28/07/2018,Other,00000031,$,190,190,0,EG700,4.1.4,1,190,190,0,0,CENTER,Cash,,28/07/2018
392424,28/07/2018,,,28/07/2018,Other,00000032,$,315,315,0,EZ890,4.1.4,1,315,315,0,0,CENTER,Cash,,28/07/2018
395592,30/07/2018,,,30/07/2018,Other,00000033,$,157.02,190,0,EG700,4.1.4,1,157.0247934,157.0247934,0,0,CENTER,Cash,,30/07/2018
501190,30/07/2018,,,30/07/2018,Electric,00000018,$,4061.98,4915,0,231-1005-900,4.1.1,1,4061.983471,4061.983471,0,0,CENTER,MercadoPago,,30/07/2018
298683,30/07/2018,,,30/07/2018,Electric,00000019,$,2103.31,2545,0,CAJFLAE,4.1.1,1,2103.305785,2103.305785,0,0,CENTER,MercadoPago,,30/07/2018
317309,30/07/2018,,,30/07/2018,Other,00000034,$,315,315,0,EZ890,4.1.4,1,315,315,0,0,CENTER,Cash,,30/07/2018
231640,30/07/2018,,,30/07/2018,Other,00000035,$,190,190,0,EG700,4.1.4,1,190,190,0,0,CENTER,Cash,,30/07/2018
2155,31/07/2018,,,31/07/2018,Other,00000036,$,650,650,0,REMERA,4.1.4,1,650,650,0,0,CENTER,Cash,,31/07/2018
981680,31/07/2018,,,31/07/2018,Other,00000037,$,50,50,0,915191,4.1.4,1,50,50,0,0,CENTER,Cash,,31/07/2018
111113,31/07/2018,,,31/07/2018,Other,00000038,$,30,30,0,JD349,4.1.4,1,30,30,0,0,CENTER,Cash,,31/07/2018
352569,31/07/2018,,,31/07/2018,Other,00000039,$,560,560,0,4005101N,4.1.4,1,560,560,0,0,CENTER,Cash,,31/07/2018
130151,31/07/2018,,,31/07/2018,Electric,00000020,$,603.31,730,0,RSRCI,4.1.1,1,603.3057851,603.3057851,0,0,CENTER,Cash,,31/07/2018
720586,01/08/2018,,,01/08/2018,Booking,00000011,$,50022.96,60527.78,0,HONORARIOS,4.1.2,1,50022.95868,50022.95868,0,0,CENTER,Cash,,01/08/2018
216666,01/08/2018,,,01/08/2018,Electric,00000021,$,490.29,593.25,0,098-0351-908,4.1.1,1,24.79338843,24.79338843,0,0,CENTER,Check,,01/08/2018
216666,01/08/2018,,,01/08/2018,Electric,00000021,$,490.29,593.25,0,600HT,4.1.1,1,417.3553719,417.3553719,0,0,CENTER,Check,,01/08/2018
216666,01/08/2018,,,01/08/2018,Electric,00000021,$,490.29,593.25,0,JD349,4.1.1,1,24.79338843,24.79338843,0,0,CENTER,Check,,01/08/2018
216666,01/08/2018,,,01/08/2018,Electric,00000021,$,490.29,593.25,0,ADICIONAL,4.1.1,1,23.34710744,23.34710744,0,0,CENTER,Check,,01/08/2018
467649,01/08/2018,,,01/08/2018,Electric,00000022,$,95.04,115,0,LAU5BW,4.1.1,1,95.04132231,95.04132231,0,0,CENTER,Check,,01/08/2018
559773,01/08/2018,,,01/08/2018,Electric,00000023,$,1177.69,1425,0,UK10N,4.1.1,1,1177.68595,1177.68595,0,0,CENTER,MercadoPago,,01/08/2018
15163,01/08/2018,,,01/08/2018,Booking,00000020,$,5287.6,6398,0,HONORARIOS,4.1.2,1,5287.603306,5287.603306,0,0,CENTER,Cash,,01/08/2018
15163,01/08/2018,,,01/08/2018,Booking,00000021,$,5287.6,6398,0,HONORARIOS,4.1.2,1,5287.603306,5287.603306,0,0,CENTER,Cash,,01/08/2018
127037,02/08/2018,,,02/08/2018,Electric,00000024,$,2664.05,3223.5,0,RSRCI,4.1.1,1,603.3057851,603.3057851,0,0,CENTER,Cash,,02/08/2018
127037,02/08/2018,,,02/08/2018,Electric,00000024,$,2664.05,3223.5,0,BCR39,4.1.1,1,1933.884298,1933.884298,0,0,CENTER,Cash,,02/08/2018
127037,02/08/2018,,,02/08/2018,Electric,00000024,$,2664.05,3223.5,0,ADICIONAL,4.1.1,1,126.8595041,126.8595041,0,0,CENTER,Cash,,02/08/2018
287454,02/08/2018,,,02/08/2018,Other,00000040,$,157.02,190,0,EG700,4.1.2,1,157.0247934,157.0247934,0,0,CENTER,Cash,,02/08/2018
440777,02/08/2018,,,02/08/2018,Other,00000041,$,475,475,0,SDMP30,4.1.4,1,475,475,0,0,CENTER,Cash,,02/08/2018
541760,02/08/2018,,,02/08/2018,Electric,00000025,$,2039.26,2467.5,0,5ROM03000100,4.1.1,1,1942.14876,1942.14876,0,0,CENTER,Credit card,,02/08/2018
541760,02/08/2018,,,02/08/2018,Electric,00000025,$,2039.26,2467.5,0,ADICIONAL,4.1.1,1,97.10743802,97.10743802,0,0,CENTER,Credit card,,02/08/2018
502807,02/08/2018,,,02/08/2018,Other,00000042,$,370,370,0,SCPXCUCR,4.1.4,1,370,370,0,0,CENTER,Cash,,02/08/2018
983292,02/08/2018,,,02/08/2018,Other,00000043,$,680,680,0,KXSAE,4.1.4,1,680,680,0,0,CENTER,Cash,,02/08/2018
192379,02/08/2018,,,02/08/2018,Electric,00000026,$,735.54,890,0,STB5UB,4.1.1,1,735.5371901,735.5371901,0,0,CENTER,Cash,,02/08/2018
267181,02/08/2018,,,01/09/2018,Other,00000044,$,40,40,0,COMUN,4.1.4,1,40,40,0,0,CENTER,Cash,,02/08/2018
892722,02/08/2018,,,02/08/2018,Electric,00000027,$,508.26,615,0,098-0351-902,4.1.1,1,24.79338843,24.79338843,0,0,CENTER,Cash,,02/08/2018
892722,02/08/2018,,,02/08/2018,Electric,00000027,$,508.26,615,0,098-0351-908,4.1.1,1,24.79338843,24.79338843,0,0,CENTER,Cash,,02/08/2018
892722,02/08/2018,,,02/08/2018,Electric,00000027,$,508.26,615,0,600HT,4.1.1,1,417.3553719,417.3553719,0,0,CENTER,Cash,,02/08/2018
892722,02/08/2018,,,02/08/2018,Electric,00000027,$,508.26,615,0,915191,4.1.1,1,41.32231405,41.32231405,0,0,CENTER,Cash,,02/08/2018
114790,02/08/2018,,,02/08/2018,Other,00000045,$,715,715,0,4005101N,4.1.4,1,560,560,0,0,CENTER,Cash,,02/08/2018
114790,02/08/2018,,,02/08/2018,Other,00000045,$,715,715,0,JB8A-6G,4.1.4,1,155,155,0,0,CENTER,Cash,,02/08/2018
107871,02/08/2018,,,02/08/2018,Other,00000046,$,155,155,0,JB8A-6G,4.1.4,1,155,155,0,0,CENTER,Cash,,02/08/2018
413507,03/08/2018,,,03/08/2018,Electric,00000028,$,1314.08,1562,0,MS-16 S2,4.1.1,1,549.5867769,549.5867769,0,0,CENTER,Check,,03/08/2018
413507,03/08/2018,,,03/08/2018,Electric,00000028,$,1314.08,1562,0,WST630,4.1.1,1,266.9683258,266.9683258,0,0,CENTER,Check,,03/08/2018
413507,03/08/2018,,,03/08/2018,Electric,00000028,$,1314.08,1562,0,SG100BK,4.1.1,1,380.1652893,380.1652893,0,0,CENTER,Check,,03/08/2018
413507,03/08/2018,,,03/08/2018,Electric,00000028,$,1314.08,1562,0,ADICIONAL,4.1.1,1,117.3553719,117.3553719,0,0,CENTER,Check,,03/08/2018
347945,03/08/2018,,,03/08/2018,Electric,00000029,$,1177.69,1425,0,UK10N,4.1.1,1,1177.68595,1177.68595,0,0,CENTER,Cash,,03/08/2018
130346,03/08/2018,,,03/08/2018,Electric,00000030,$,4095.04,4955,0,PP0270PS,4.1.1,1,4095.041322,4095.041322,0,0,CENTER,MercadoPago,,03/08/2018
171146,03/08/2018,,,03/08/2018,Electric,00000031,$,948.79,1120,0,EG700,4.1.1,1,157.0247934,157.0247934,0,0,CENTER,Cash,,03/08/2018
171146,03/08/2018,,,03/08/2018,Electric,00000031,$,948.79,1120,0,MX405GK,4.1.1,1,524.7933884,524.7933884,0,0,CENTER,Cash,,03/08/2018
171146,03/08/2018,,,03/08/2018,Electric,00000031,$,948.79,1120,0,WST630,4.1.1,1,266.9683258,266.9683258,0,0,CENTER,Cash,,03/08/2018
755461,03/08/2018,,,03/08/2018,Electric,00000032,$,1293.39,1565,0,JBS-601,4.1.1,1,1293.38843,1293.38843,0,0,CENTER,MercadoPago,,03/08/2018
425603,03/08/2018,,,03/08/2018,Electric,00000033,$,2981.82,3608,0,H-008,4.1.1,1,2107.438017,2107.438017,0,0,CENTER,Cash,,03/08/2018
425603,03/08/2018,,,03/08/2018,Electric,00000033,$,2981.82,3608,0,RSRCI,4.1.1,1,603.3057851,603.3057851,0,0,CENTER,Cash,,03/08/2018
425603,03/08/2018,,,03/08/2018,Electric,00000033,$,2981.82,3608,0,ADICIONAL,4.1.1,1,271.0743802,271.0743802,0,0,CENTER,Cash,,03/08/2018
233843,03/08/2018,,,03/08/2018,Other,00000047,$,25,25,0,098-0351-580,4.1.4,1,25,25,0,0,CENTER,Cash,,03/08/2018
392017,03/08/2018,,,03/08/2018,Other,00000048,$,25,25,0,098-0351-580,4.1.4,1,25,25,0,0,CENTER,Cash,,03/08/2018
,03/08/2018,,,03/08/2018,Other,00000049,$,350,350,0,EZ900,4.1.4,1,290,290,0,0,CENTER,Cash,,03/08/2018
,03/08/2018,,,03/08/2018,Other,00000049,$,350,350,0,PL016,4.1.4,1,60,60,0,0,CENTER,Cash,,03/08/2018
760251,03/08/2018,,,03/08/2018,Electric,00000034,$,305.79,370,0,SCPXCUCR,4.1.1,1,305.785124,305.785124,0,0,CENTER,Cash,,03/08/2018
685181,03/08/2018,,,03/08/2018,Electric,00000035,$,2053.72,2485,0,82009500000,4.1.1,1,2053.719008,2053.719008,0,0,CENTER,MercadoPago,,03/08/2018
603348,04/08/2018,,,04/08/2018,Electric,00000036,$,7372.73,8921,0,C546TCEN,4.1.1,1,6099.173554,6099.173554,0,0,CENTER,Check,,04/08/2018
603348,04/08/2018,,,04/08/2018,Electric,00000036,$,7372.73,8921,0,RSRCI,4.1.1,1,603.3057851,603.3057851,0,0,CENTER,Check,,04/08/2018
603348,04/08/2018,,,04/08/2018,Electric,00000036,$,7372.73,8921,0,ADICIONAL,4.1.1,1,670.2479339,670.2479339,0,0,CENTER,Check,,04/08/2018
603348,04/08/2018,,,04/08/2018,Other,00000050,$,25,25,0,098-0351-380,4.1.4,1,25,25,0,0,CENTER,Cash,,04/08/2018
840473,04/08/2018,,,04/08/2018,Electric,00000037,$,2111.57,2555,0,MA1HEbk,4.1.1,1,2111.570248,2111.570248,0,0,CENTER,Cash,,04/08/2018
840473,04/08/2018,,,04/08/2018,Electric,00000038,$,105.58,127.75,0,ADICIONAL,4.1.1,1,105.5785124,105.5785124,0,0,CENTER,Cash,,04/08/2018
275609,04/08/2018,,,04/08/2018,Other,00000051,$,177.69,215,0,RL120,4.1.4,1,177.6859504,177.6859504,0,0,CENTER,Cash,,04/08/2018
362634,04/08/2018,,,04/08/2018,Other,00000052,$,725,725,0,3090000002,4.1.4,1,725,725,0,0,CENTER,Cash,,04/08/2018
806251,04/08/2018,,,04/08/2018,Other,00000053,$,60,60,0,PL009,4.1.4,1,60,60,0,0,CENTER,Cash,,04/08/2018
741944,04/08/2018,,,04/08/2018,Other,00000054,$,70,70,0,098-0351-902,4.1.4,1,30,30,0,0,CENTER,Cash,,04/08/2018
741944,04/08/2018,,,04/08/2018,Other,00000054,$,70,70,0,JD493,4.1.4,1,40,40,0,0,CENTER,Cash,,04/08/2018
174439,04/08/2018,,,04/08/2018,Other,00000055,$,3280,3280,0,H-008,4.1.4,1,2550,2550,0,0,CENTER,Cash,,04/08/2018
174439,04/08/2018,,,04/08/2018,Other,00000055,$,3280,3280,0,RSRCI,4.1.4,1,730,730,0,0,CENTER,Cash,,04/08/2018
842940,04/08/2018,,,04/08/2018,Other,00000056,$,295,295,0,PL009,4.1.4,1,60,60,0,0,CENTER,Cash,,04/08/2018
842940,04/08/2018,,,04/08/2018,Other,00000056,$,295,295,0,098-0351-580,4.1.4,1,25,25,0,0,CENTER,Cash,,04/08/2018
842940,04/08/2018,,,04/08/2018,Other,00000056,$,295,295,0,BJHB20A,4.1.4,1,210,210,0,0,CENTER,Cash,,04/08/2018
253495,04/08/2018,,,04/08/2018,Electric,00000039,$,2941.74,3559.5,0,UK10N,4.1.1,1,1177.68595,1177.68595,0,0,CENTER,Cash,,04/08/2018
253495,04/08/2018,,,04/08/2018,Electric,00000039,$,2941.74,3559.5,0,U-SMILE TPP,4.1.1,1,1623.966942,1623.966942,0,0,CENTER,Cash,,04/08/2018
253495,04/08/2018,,,04/08/2018,Electric,00000039,$,2941.74,3559.5,0,ADICIONAL,4.1.1,1,140.0826446,140.0826446,0,0,CENTER,Cash,,04/08/2018
971351,04/08/2018,,,04/08/2018,Electric,00000040,$,164.88,199.5,0,EG700,4.1.2,1,157.0247934,157.0247934,0,0,CENTER,Cash,,04/08/2018
971351,04/08/2018,,,04/08/2018,Electric,00000040,$,164.88,199.5,0,ADICIONAL,4.1.2,1,7.851239669,7.851239669,0,0,CENTER,Cash,,04/08/2018
419781,04/08/2018,,,04/08/2018,Electric,00000041,$,2533.06,3065,0,44008600000,4.1.1,1,2533.057851,2533.057851,0,0,CABA-PATERNAL,MercadoPago,,04/08/2018
840473,06/08/2018,,,06/08/2018,Other,00000057,$,320,320,0,098-0351-380,4.1.4,1,25,25,0,0,CENTER,Cash,,06/08/2018
840473,06/08/2018,,,06/08/2018,Other,00000057,$,320,320,0,WST630,4.1.4,1,295,295,0,0,CENTER,Cash,,06/08/2018
111113,06/08/2018,,,06/08/2018,Other,00000058,$,380,380,0,EG700,4.1.4,2,190,380,0,0,CENTER,Cash,,06/08/2018
958147,06/08/2018,,,06/08/2018,Other,00000059,$,165,165,0,SGC3,4.1.4,1,165,165,0,0,CENTER,Cash,,06/08/2018
889173,06/08/2018,,,06/08/2018,Other,00000060,$,55,55,0,098-0351-380,4.1.4,1,25,25,0,0,CENTER,Cash,,06/08/2018
889173,06/08/2018,,,06/08/2018,Other,00000060,$,55,55,0,098-0351-908,4.1.4,1,30,30,0,0,CENTER,Cash,,06/08/2018
623238,06/08/2018,,,06/08/2018,Other,00000061,$,115,115,0,LAU5BW,4.1.4,1,115,115,0,0,CENTER,Cash,,06/08/2018
20997,06/08/2018,,,06/08/2018,Electric,00000042,$,2148.76,2600,0,5ROM03000100,4.1.1,1,1942.14876,1942.14876,0,0,CENTER,MercadoPago,,06/08/2018
20997,06/08/2018,,,06/08/2018,Electric,00000042,$,2148.76,2600,0,ADICIONAL,4.1.1,1,206.6115702,206.6115702,0,0,CENTER,MercadoPago,,06/08/2018
819117,06/08/2018,,,06/08/2018,Other,00000062,$,55,55,0,JD493,4.1.4,1,45,45,0,0,CENTER,Cash,,06/08/2018
819117,06/08/2018,,,06/08/2018,Other,00000062,$,55,55,0,puamxp,4.1.4,1,10,10,0,0,CENTER,Cash,,06/08/2018
33087,07/08/2018,,,07/08/2018,Electric,00000043,$,400.83,485,0,47854800001,4.1.1,1,400.8264463,400.8264463,0,0,CENTER,MercadoPago,,07/08/2018
791181,07/08/2018,,,07/08/2018,Electric,00000044,$,14411.6,17410,0,47854800001,4.1.1,1,400.8264463,400.8264463,0,0,CENTER,Cash,,07/08/2018
791181,07/08/2018,,,07/08/2018,Electric,00000044,$,14411.6,17410,0,IC-IB-GRG270CA,4.1.1,1,11148.76033,11148.76033,0,0,CENTER,Cash,,07/08/2018
791181,07/08/2018,,,07/08/2018,Electric,00000044,$,14411.6,17410,0,WST630,4.1.1,1,266.9683258,266.9683258,0,0,CENTER,Cash,,07/08/2018
791181,07/08/2018,,,07/08/2018,Electric,00000044,$,14411.6,17410,0,RSREI,4.1.1,1,603.3057851,603.3057851,0,0,CENTER,Cash,,07/08/2018
791181,07/08/2018,,,07/08/2018,Electric,00000044,$,14411.6,17410,0,GV-10,4.1.1,1,1991.735537,1991.735537,0,0,CENTER,Cash,,07/08/2018
213740,07/08/2018,,,07/08/2018,Other,00000063,$,175,175,0,MGS28044CH,4.1.4,1,175,175,0,0,CENTER,Cash,,07/08/2018
622097,07/08/2018,,,07/08/2018,Other,00000064,$,290,290,0,EZ900,4.1.4,1,290,290,0,0,CENTER,Cash,,07/08/2018
944777,07/08/2018,,,07/08/2018,Electric,00000045,$,2533.06,3065,0,44008600000,4.1.1,1,2533.057851,2533.057851,0,0,CABA-PATERNAL,MercadoPago,,07/08/2018
329438,07/08/2018,,,07/08/2018,Other,00000065,$,50,50,0,098-0351-550,4.1.4,2,25,50,0,0,CENTER,Cash,,07/08/2018
741944,08/08/2018,,,08/08/2018,Other,00000067,$,290,290,0,EZ900,4.1.4,1,290,290,0,0,CENTER,Cash,,08/08/2018
903354,08/08/2018,,,08/08/2018,Other,00000068,$,350,350,0,EXL120,4.1.4,1,350,350,0,0,CENTER,Cash,,08/08/2018
