SELLER,REBOUND TYPE,COSTUMER ID,ORDER NUMBER,DATE ATTENDED,DATE DELIVERED,PRODUCT,UNIT AMOUNT,QUANTITY,Amount per Item/Total Amount,REASON,Charged (Fortnight/Month/Year Number)
MAURICIO CHACHAGUA,TOTAL,1999,36_1681831345852,19/4/2023,22/4/2023,Dec Mix Frutos Secos Saludable X 35 G,143,15,2145,CLOSED,2Q/4/23
MAURICIO CHACHAGUA,PARTIAL,2414,36_1682005269784,21/4/2023,24/4/2023,Bay Biscuit Bizcochos Sabor Original X 35 G,75,3,225,NO REQUEST,2Q/4/23
MAURICIO CHACHAGUA,PARTIAL,2472,36_1682692957570,28/4/2023,1/5/2023,Mirinda Packx6 Manzana Botellax 500 Cc,1003,5,5015,CLOSED,2Q/4/23
MAURICIO CHACHAGUA,PARTIAL,2456,36_1682516820088,27/4/2023,29/4/2023,Dulcypas Madalena Madachoc Con Dulce De Leche Paqx 250 G,252,2,504,CLOSED,2Q/4/23
MAURICIO CHACHAGUA,PARTIAL,2399,36_1682551726296,27/4/2023,29/4/2023,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,2,3600,CLOSED,2Q/4/23
MAURICIO CHACHAGUA,PARTIAL,1062,36_1682344190491,25/4/2023,27/4/2023,La Española Lentejas X 400 G,371,10,3710,HIGH PRICE,2Q/4/23
MAURICIO CHACHAGUA,PARTIAL,143,36_1682342318546,25/4/2023,27/4/2023,Dec Nuez Mariposa X 250 G,877,6,5262,WITHOUT MONEY,2Q/4/23
MAURICIO CHACHAGUA,PARTIAL,143,36_1682342318546,25/4/2023,27/4/2023,Dec Pasta De Mani X 470 G,749,1,749,WITHOUT MONEY,2Q/4/23
MAURICIO CHACHAGUA,PARTIAL,2489,36_1682377824566,25/4/2023,27/4/2023,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,WITHOUT MONEY,2Q/4/23
MAURICIO CHACHAGUA,PARTIAL,140,36_1682351793052,25/4/2023,27/4/2023,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,Confusion between packages PEDIDAS,2Q/4/23
MAURICIO CHACHAGUA,PARTIAL,140,36_1682351793052,25/4/2023,27/4/2023,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,1,1800,Confusion between packages PEDIDAS,2Q/4/23
MAURICIO CHACHAGUA,PARTIAL,405,36_1682088694280,22/4/2023,24/4/2023,Dulcypas Bizcochos Dulces Paqx 200 G,113,8,904,WITHOUT MONEY,2Q/4/23
MAURICIO CHACHAGUA,PARTIAL,1632,36_1681832425705,19/4/2023,21/4/2023,Dulcypas Bizcochos Dulces Paqx 200 G,113,5,565,WITHOUT MONEY,2Q/4/23
MAURICIO CHACHAGUA,PARTIAL,2492,36_1681828381756,19/4/2023,21/4/2023,La Española Maiz Pisingallo X 500 G,152,10,1520,WITHOUT MONEY,2Q/4/23
MAURICIO CHACHAGUA,PARTIAL,2452,36_1681921551890,20/4/2023,22/4/2023,Que Lo Paleo Barra Proteica Granola Frutos Y Semillas X 12 U,1800,1,1800,WITHOUT MONEY,2Q/4/23
MAURICIO CHACHAGUA,PARTIAL,143,36_1681737218662,18/4/2023,20/4/2023,Suiza Cera En Pasta Roble Claro X 450 Cc,900,1,900,Damaged/broken product,2Q/4/23
MAURICIO CHACHAGUA,PARTIAL,2385,36_1681745074243,18/4/2023,20/4/2023,La Minucha Fideos Tirabuzon X 500 Gr,130,2,260,NO REQUEST,2Q/4/23
MAURICIO CHACHAGUA,PARTIAL,2582,36_1681575876402,17/4/2023,19/4/2023,Dulcypas Madalena Vainilla Paqx 250 G,220,1,220,Product was not loaded onto the transport,2Q/4/23
MAURICIO CHACHAGUA,PARTIAL,1532,36_1683388546299,8/5/2023,10/5/2023,Fun Chupetin Doggy Pop Displayx 6 U,3920,1,3920,OUT OF STOCK,1Q/5/23
MAURICIO CHACHAGUA,PARTIAL,2415,36_1683240042913,5/5/2023,7/5/2023,La Española Arroz L F X 500 G,175,25,4375,CLOSED,1Q/5/23
MAURICIO CHACHAGUA,PARTIAL,1904,36_1683126034875,4/5/2023,6/5/2023,Nuestros Sabores Chips De Batata Merken X 80 G,145,3,435,CLOSED,1Q/5/23
MAURICIO CHACHAGUA,PARTIAL,1904,36_1683126034875,4/5/2023,6/5/2023,Nuestros Sabores Chips De Papa X 80 G,145,3,435,CLOSED,1Q/5/23
MAURICIO CHACHAGUA,PARTIAL,2399,36_1683127319986,4/5/2023,6/5/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,2860,2,5720,CLOSED,1Q/5/23
MAURICIO CHACHAGUA,PARTIAL,2452,36_1683156205873,4/5/2023,6/5/2023,Nuestros Sabores Chips De Batata Merken X 80 G,145,2,290,CLOSED,1Q/5/23
MAURICIO CHACHAGUA,PARTIAL,2452,36_1683156205873,4/5/2023,6/5/2023,Nuestros Sabores Chips De Papa X 80 G,145,2,290,CLOSED,1Q/5/23
MAURICIO CHACHAGUA,PARTIAL,207,36_1682777439558,2/5/2023,4/5/2023,Palau Agua Sin Gas 12 Botellax 500 Cc,952,2,1904,CLOSED,1Q/5/23
MAURICIO CHACHAGUA,PARTIAL,207,36_1682777439558,2/5/2023,4/5/2023,Arbanit Cubanitos Mani Displayx 12 Unidades,1540,1,1540,CLOSED,1Q/5/23
MAURICIO CHACHAGUA,PARTIAL,2427,36_1683382058552,8/5/2023,10/5/2023,Suiza Limpiador Citronella X 900 Ml,162,2,324,OUT OF STOCK,1Q/5/23
MAURICIO CHACHAGUA,PARTIAL,2427,36_1683382058552,8/5/2023,10/5/2023,GRANDOTE ALFAJOR,2075,1,2075,OUT OF STOCK,1Q/5/23
MAURICIO CHACHAGUA,PARTIAL,2678,36_1683645905450,10/5/2023,12/5/2023,Nueva Chocopamela Galletas X 170 G,130,4,520,OUT OF STOCK,1Q/5/23
MAURICIO CHACHAGUA,PARTIAL,143,36_1683557061434,9/5/2023,11/5/2023,Franks Bizcochitos Queso Sin Tacc X 100 G,325,12,3900,NO REQUEST,1Q/5/23
MAURICIO CHACHAGUA,PARTIAL,2580,36_1683986232951,15/5/2023,17/5/2023,Franks Alfajor Con Mousse De Limon X 8 U,1235,4,4940,NO REQUEST,1Q/5/23
MAURICIO CHACHAGUA,PARTIAL,1632,36_1683994811774,15/5/2023,17/5/2023,Tosti Tostadas Gruesas Multicereal X 200 G,250,5,1250,WITHOUT MONEY,1Q/5/23
MAURICIO CHACHAGUA,PARTIAL,2488,36_1684259390055,16/5/2023,18/5/2023,Fun Chupetin Crazy Pop Frutilla Tirax 20 U,2255,1,2255,WITHOUT MONEY,1Q/5/23
MAURICIO CHACHAGUA,PARTIAL,2582,36_1683996502950,15/5/2023,17/5/2023,La Española Avena Instantanea X 300 G,199,1,199,WITHOUT MONEY,1Q/5/23
