SELLER,REBOUND TYPE,COSTUMER ID,ORDER NUMBER,DATE ATTENDED,DATE DELIVERED,PRODUCT,UNIT AMOUNT,QUANTITY,Amount per Item/Total Amount,REASON,Charged (Fortnight/Month/Year Number)
ABEL D,PARTIAL,2103,30_1676993077517,22/2/2023,24/2/2023,LA MINUCHA FIDEOS SPAGHETTI X 500GR,99,3,297,CLOSED,2Q/2/23
ABEL D,PARTIAL,2117,30_1676988032439,22/2/2023,24/2/2023,LA MINUCHA FIDEOS SPAGHETTI X 500GR,99,12,1188,CLOSED,2Q/2/23
ABEL D,PARTIAL,1597,30_1676995077667,22/2/2023,24/2/2023,Nuestros Sabores Chips De Papa X 80 G,162,1,162,WITHOUT MONEY,2Q/2/23
ABEL D,PARTIAL,1597,30_1676995077667,22/2/2023,24/2/2023,LA MINUCHA FIDEOS SPAGHETTI X 500GR,99,12,1188,WITHOUT MONEY,2Q/2/23
ABEL D,PARTIAL,2096,30_1677007738657,22/2/2023,24/2/2023,Taragui Te Tradic. X 25 Saquitos,96,2,192,NO REQUEST,2Q/2/23
ABEL D,PARTIAL,1952,30_1676644267319,23/2/2023,25/2/2023,Lulemuu Tostadas De Arroz Clasica X 120 G,110,1,110,CLOSED,2Q/2/23
ABEL D,PARTIAL,503,30_1677071395321,23/2/2023,25/2/2023,Lulemuu Alfajor De Arroz Blanco X 12,890,1,890,CLOSED,2Q/2/23
ABEL D,PARTIAL,1422,30_1677077423921,23/2/2023,25/2/2023,DULCYPAS MADALENA VAINILLA PAQX250G,197,6,1182,CLOSED,2Q/2/23
ABEL D,PARTIAL,1968,30_1677079094886,23/2/2023,25/2/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,2450,1,2450,CLOSED,2Q/2/23
ABEL D,PARTIAL,1632,30_1675254669337,1/2/2023,3/2/2023,Pepsi Packx6 Latax 354 Cc,720,1,720,CLOSED,2Q/2/23
ABEL D,PARTIAL,2396,30_1677090743330,22/2/2023,24/2/2023,Franks Galletas Con Chips Sin Tacc X 120 G,224,2,448,CLOSED,2Q/2/23
ABEL D,PARTIAL,1995,30_1677515285360,28/2/2023,2/3/2023,QUILMES CERVEZA CLASICA LATA 473 ML PACK X6,1158,2,2316,WITHOUT MONEY,2Q/2/23
ABEL D,PARTIAL,2076,30_1677497333893,27/2/2023,1/3/2023,DULCYPAS GALLETITAS PEPAS PAQX 180G,99,5,495,WITHOUT MONEY,2Q/2/23
ABEL D,PARTIAL,2076,30_1677497333893,27/2/2023,1/3/2023,DULCYPAS GALLETITAS PEPAS PAQX 400G,189,5,945,WITHOUT MONEY,2Q/2/23
ABEL D,PARTIAL,2410,30_1677498002809,27/2/2023,1/3/2023,DULCYPAS GALLETITAS PEPAS PAQX 180G,99,6,594,WITHOUT MONEY,2Q/2/23
ABEL D,PARTIAL,1996,30_1677078450843,23/2/2023,24/2/2023,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1440,1,1440,WITHOUT MONEY,2Q/2/23
ABEL D,PARTIAL,2046,30_1675689248995,7/2/2023,8/2/2023,Suiza Limpiador Flores De Primavera X 5 L,550,1,550,WITHOUT MONEY,2Q/2/23
ABEL D,PARTIAL,1269,30_1677252545505,25/2/2023,26/2/2023,SPORTADE BLUE PACKX6 BOT 750ML,1014,1,1014,OUT OF STOCK,2Q/2/23
ABEL D,PARTIAL,2044,30_1677341127849,27/2/2023,28/2/2023,SPORTADE BLUE PACKX6 BOT 750ML,1014,3,3042,OUT OF STOCK,2Q/2/23
ABEL D,TOTAL,2470,30_1678109104367,6/3/2023,7/3/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,2450,2,4900,CLOSED,1Q/3/23
ABEL D,TOTAL,2011,30_1678539660517,11/3/2023,15/3/2023,Franks Galletas Con Chips Sin Tacc X 120 G,224,10,2240,CLOSED,1Q/3/23
ABEL D,TOTAL,1960,30_1678551180793,13/3/2023,17/3/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,2450,1,2450,NO REQUEST,1Q/3/23
ABEL D,TOTAL,1960,30_1678551180793,13/3/2023,17/3/2023,SPORTADE BLUE PACKX6 BOT 750ML,1014,3,3042,NO REQUEST,1Q/3/23
ABEL D,TOTAL,1960,30_1678551180793,13/3/2023,17/3/2023,DULCYPAS GALLETITAS PEPAS PAQX 180G,99,4,396,NO REQUEST,1Q/3/23
ABEL D,TOTAL,1960,30_1678551180793,13/3/2023,17/3/2023,DULCYPAS GALLETITAS PEPAS PAQX 400G,189,4,756,NO REQUEST,1Q/3/23
ABEL D,TOTAL,1960,30_1678551180793,13/3/2023,17/3/2023,DULCYPAS GALLETITAS PEPAS PAQX 180G,99,4,396,NO REQUEST,1Q/3/23
ABEL D,TOTAL,1796,30_1678713486771,14/3/2023,18/3/2023,Mini Pamela Galletas Chocolate X 180 G,136,1,136,CLOSED,1Q/3/23
ABEL D,TOTAL,1796,30_1678713486771,14/3/2023,18/3/2023,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,2,3600,CLOSED,1Q/3/23
ABEL D,TOTAL,1796,30_1678713486771,14/3/2023,18/3/2023,Taragui Te Trad X 50 Saquitos,183,20,3660,CLOSED,1Q/3/23
ABEL D,TOTAL,1796,30_1678713486771,14/3/2023,18/3/2023,DULCYPAS GALLETITAS PEPAS PAQX 400G,189,5,945,CLOSED,1Q/3/23
ABEL D,TOTAL,1712,30_1678288674311,9/3/2023,13/3/2023,Trym's Nachos Cheddar Sin Tacc X 75 G,182,2,364,CLOSED,1Q/3/23
ABEL D,TOTAL,2121,30_1678220467929,8/3/2023,12/3/2023,TRYMS NACHOS JALAPEÑO Y LIMA SIN TAC 75G,182,2,364,CLOSED,1Q/3/23
ABEL D,TOTAL,2121,30_1678220467929,8/3/2023,12/3/2023,Arbanit Cubanitos Avellanas Displayx 12 Unidades,1270,1,1270,CLOSED,1Q/3/23
ABEL D,TOTAL,2121,30_1678220467929,8/3/2023,12/3/2023,DULCYPAS GALLETITAS PEPAS PAQX 180G,99,5,495,CLOSED,1Q/3/23
ABEL D,PARTIAL,1946,30_1678932746077,16/3/2023,20/3/2023,Lulemuu Tostadas De Arroz Multi Semilla X 110 G,110,3,330,CLOSED,2Q/3/23
ABEL D,PARTIAL,1292,30_1678971320123,16/3/2023,20/3/2023,FUN CHUPETIN CRAZY POP NARANJA TIRA X20,1640,1,1640,CLOSED,2Q/3/23
ABEL D,PARTIAL,891,30_1678980036095,16/3/2023,20/3/2023,TRYMS NACHOS JALAPEÑO Y LIMA SIN TAC 75G,182,2,364,CLOSED,2Q/3/23
ABEL D,PARTIAL,2226,30_1679062979880,17/3/2023,21/3/2023,Suiza Cera En Pasta Roble Claro X 450 Cc,900,2,1800,CLOSED,2Q/3/23
ABEL D,PARTIAL,2402,30_1679061565684,17/3/2023,21/3/2023,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1560,1,1560,CLOSED,2Q/3/23
ABEL D,PARTIAL,1450,30_1678980842049,17/3/2023,21/3/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,2450,1,2450,CLOSED,2Q/3/23
ABEL D,PARTIAL,1450,30_1678980842049,17/3/2023,21/3/2023,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1440,1,1440,CLOSED,2Q/3/23
ABEL D,PARTIAL,1450,30_1678980842049,17/3/2023,21/3/2023,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1440,2,2880,CLOSED,2Q/3/23
ABEL D,PARTIAL,1113,30_1678976554876,17/3/2023,21/3/2023,Dec Pasta De Mani X 470 G,630,10,6300,WITHOUT MONEY,2Q/3/23
ABEL D,PARTIAL,2459,30_1679068026080,18/3/2023,22/3/2023,Mini Pamela Galletas Chocolate X 180 G,136,2,272,WITHOUT MONEY,2Q/3/23
ABEL D,PARTIAL,1951,30_1679147817145,18/3/2023,22/3/2023,Mini Pamela Galletas Chocolate X 180 G,136,4,544,WITHOUT MONEY,2Q/3/23
ABEL D,PARTIAL,1008,30_1679494009743,22/3/2023,26/3/2023,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,2,3600,WITHOUT MONEY,2Q/3/23
ABEL D,PARTIAL,1780,30_1679489011562,22/3/2023,26/3/2023,Taragui Te Trad X 50 Saquitos,183,16,2928,WITHOUT MONEY,2Q/3/23
ABEL D,PARTIAL,1780,30_1679489011562,22/3/2023,26/3/2023,La Española Maiz Pisingallo X 500 G,150,20,3000,WITHOUT MONEY,2Q/3/23
ABEL D,PARTIAL,1781,30_1679492489994,22/3/2023,26/3/2023,LA MINUCHA LECHE CHOCOLATADA X 1L,273,8,2184,WITHOUT MONEY,2Q/3/23
ABEL D,PARTIAL,2059,30_1679158740389,20/3/2023,24/3/2023,SPORTADE BEBIDA ISOT BLUE PACK X6 BOT 750,1014,1,1014,WITHOUT MONEY,2Q/3/23
ABEL D,PARTIAL,2191,30_1679313746384,20/3/2023,24/3/2023,Trym's Nachos Cheddar Sin Tacc X 75 G,182,5,910,WITHOUT MONEY,2Q/3/23
ABEL D,PARTIAL,1292,30_1679576031148,24/3/2023,28/3/2023,TRYMS NACHOS JALAPEÑO Y LIMA SIN TAC 75G,182,5,910,WITHOUT MONEY,2Q/3/23
ABEL D,PARTIAL,1154,30_1679584832579,23/3/2023,27/3/2023,Arbanit Cubanitos Avellanas Displayx 12 Unidades,1270,1,1270,WITHOUT MONEY,2Q/3/23
ABEL D,PARTIAL,1113,30_1679596012579,24/3/2023,28/3/2023,PASO DE LOS TOROS POMELO BOTX 6 500 CC,912,3,2736,WITHOUT MONEY,2Q/3/23
ABEL D,PARTIAL,1128,30_1679496730736,23/3/2023,27/3/2023,PASO DE LOS TOROS POMELO BOTX 6 500 CC,912,2,1824,WITHOUT MONEY,2Q/3/23
ABEL D,PARTIAL,2036,30_1679511207337,24/3/2024,28/3/2024,Suiza Cera En Pasta Roble Claro X 450 Cc,2518,1,2518,WITHOUT MONEY,2Q/3/23
ABEL D,PARTIAL,1632,30_1679673648864,25/3/2023,29/3/2023,PARCIALES,2063,1,2063,WITHOUT MONEY,2Q/3/23
ABEL D,PARTIAL,2011,30_1679676191442,25/3/2023,29/3/2023,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,WITHOUT MONEY,2Q/3/23
ABEL D,PARTIAL,1975,30_1679666986053,25/3/2023,29/3/2023,Trym's Papas Fritas Acanaladas Kettle Barbacoa Tex Sin Tacc X 60 G,182,3,546,WITHOUT MONEY,2Q/3/23
ABEL D,PARTIAL,2340,30_1679932287216,28/3/2023,1/4/2023,LA MINUCHA FIDEOS CODITOX 500GR,130,1,130,WITHOUT MONEY,2Q/3/23
ABEL D,TOTAL,2241,30_1680966914837,8/4/2023,12/4/2023,PASO DE LOS TOROS POMELO BOTX 6 500 CC,912,5,4560,WITHOUT MONEY,1Q/4/23
ABEL D,TOTAL,2241,30_1680966914837,8/4/2023,12/4/2023,SPORTADE BEBIDA ISOT BLUE PACK X6 BOT 750,1014,5,5070,WITHOUT MONEY,1Q/4/23
ABEL D,TOTAL,239,30_1680880293337,8/4/2023,12/4/2023,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,3,5400,WITHOUT MONEY,1Q/4/23
ABEL D,TOTAL,2345,30_1681227349308,12/4/2023,16/4/2023,Pepsi Packx6 Latax 354 Cc,940,6,5640,WITHOUT MONEY,1Q/4/23
ABEL D,TOTAL,2345,30_1681227349308,12/4/2023,16/4/2023,La Española Maiz Pisado Blanco X 400 G,174,20,3480,WITHOUT MONEY,1Q/4/23
ABEL D,TOTAL,2345,30_1681227349308,12/4/2023,16/4/2023,Mirinda Packx6 Manzana Botellax 500 Cc,1003,3,3009,WITHOUT MONEY,1Q/4/23
ABEL D,TOTAL,2227,30_1680799192257,6/4/2023,10/4/2023,Palau Agua Mineral Bidon 2 Ux 6 Lts,712,5,3560,WITHOUT MONEY,1Q/4/23
ABEL D,TOTAL,2227,30_1680799192257,6/4/2023,10/4/2023,PASO DE LOS TOROS POMELO BOTX 6 500 CC,912,6,5472,WITHOUT MONEY,1Q/4/23
ABEL D,TOTAL,2227,30_1680799192257,6/4/2023,10/4/2023,Maxisec Rollo Cocina 200 Paños X 8 U,2315,2,4630,WITHOUT MONEY,1Q/4/23
ABEL D,TOTAL,2227,30_1680799192257,6/4/2023,10/4/2023,Maxisec Rollo Cocina 200 Paños X 8 U,2315,2,4630,WITHOUT MONEY,1Q/4/23
ABEL D,TOTAL,656,30_1680535984566,4/4/2023,8/4/2023,Arrotuc Galleta De Arroz Integral Sin Sal X 12 U,120,20,2400,WITHOUT MONEY,1Q/4/23
ABEL D,TOTAL,239,30_1679672554594,25/3/2023,29/3/2023,Trym's Papas Fritas Pimiento Morron Sin Tacc X 60 G,189,10,1890,WITHOUT MONEY,1Q/4/23
ABEL D,TOTAL,239,30_1679672554594,25/3/2023,29/3/2023,Trym's Papas Fritas Pimiento Morron Sin Tacc X 60 G,189,10,1890,WITHOUT MONEY,1Q/4/23
ABEL D,TOTAL,239,30_1679672554594,25/3/2023,29/3/2023,Arrotuc Galleta De Arroz Integral Sin Sal X 12 U,120,10,1200,WITHOUT MONEY,1Q/4/23
ABEL D,TOTAL,1389,30_1680619724049,6/4/2023,10/4/2023,LA ESPAÑOLA BURGOL X 500G,180,10,1800,WITHOUT MONEY,1Q/4/23
ABEL D,TOTAL,1389,30_1680619724049,6/4/2023,10/4/2023,La Española Maiz Pisado Blanco X 400 G,174,20,3480,WITHOUT MONEY,1Q/4/23
ABEL D,TOTAL,1389,30_1680619724049,6/4/2023,10/4/2023,LA MINUCHA FIDEOS CODITOX 500GR,130,20,2600,WITHOUT MONEY,1Q/4/23
ABEL D,TOTAL,741,30_1681520732742,17/4/2023,21/4/2023,Trym's Papas Fritas Pimiento Morron Sin Tacc X 60 G,189,10,1890,WITHOUT MONEY,1Q/4/23
ABEL D,TOTAL,741,30_1681520732742,17/4/2023,21/4/2023,Maxisec Rollo Cocina 200 Paños X 8 U,2315,5,11575,WITHOUT MONEY,1Q/4/23
ABEL D,PARTIAL,2021,30_1680363455169,3/4/2023,7/4/2023,Maxisec Rollo Cocina 200 Paños X 8 U,2315,1,2315,WITHOUT MONEY,1Q/4/23
ABEL D,PARTIAL,2040,30_1680274712061,1/4/2023,5/4/2023,Maxisec Rollo Cocina 200 Paños X 8 U,2315,1,2315,WITHOUT MONEY,1Q/4/23
ABEL D,PARTIAL,933,30_1680799889458,6/4/2023,10/4/2023,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,1,1800,WITHOUT MONEY,1Q/4/23
ABEL D,PARTIAL,2363,30_1680795144158,6/4/2023,10/4/2023,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,1,1800,WITHOUT MONEY,1Q/4/23
ABEL D,PARTIAL,2393,30_1680704204156,5/4/2023,9/4/2023,Suiza Cera Bril Incoloro X 900 Cc,470,1,470,WITHOUT MONEY,1Q/4/23
ABEL D,PARTIAL,2393,30_1680704204156,5/4/2023,9/4/2023,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,1,1800,WITHOUT MONEY,1Q/4/23
ABEL D,PARTIAL,2082,30_1680614320761,5/4/2023,9/4/2023,Arrotuc Galleta De Arroz Integral Sin Sal X 12 U,120,3,360,WITHOUT MONEY,1Q/4/23
ABEL D,PARTIAL,1152,30_1680795417516,8/4/2023,12/4/2023,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,WITHOUT MONEY,1Q/4/23
ABEL D,PARTIAL,1632,30_|680968170177,10/4/2023,14/4/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,2860,1,2860,WITHOUT MONEY,1Q/4/23
ABEL D,PARTIAL,1701,30_1681385568516,13/4/2023,17/4/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,2860,1,2860,WITHOUT MONEY,1Q/4/23
ABEL D,PARTIAL,1632,30_1681310262764,13/4/2023,17/4/2023,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,2,3600,WITHOUT MONEY,1Q/4/23
ABEL D,PARTIAL,1733,30_1681308629228,13/4/2023,17/4/2023,LA ESPAÑOLA BURGOL X 500G,180,1,180,WITHOUT MONEY,1Q/4/23
ABEL D,PARTIAL,1808,30_1681315830354,13/4/2023,17/4/2023,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,WITHOUT MONEY,1Q/4/23
ABEL D,PARTIAL,1128,30_1681394884514,14/4/2023,18/4/2023,Trym's Papas Fritas Pimiento Morron Sin Tacc X 60 G,189,3,567,WITHOUT MONEY,1Q/4/23
ABEL D,PARTIAL,1632,30_1681472804171,14/3/2023,18/3/2023,Trym's Papas Fritas Pimiento Morron Sin Tacc X 60 G,189,6,1134,WITHOUT MONEY,1Q/4/23
ABEL D,PARTIAL,1952,30_1681520655603,15/4/2023,19/4/2023,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,2,3600,WITHOUT MONEY,1Q/4/23
ABEL D,PARTIAL,830,30_1681489514241,15/4/2023,19/4/2023,La Española Lentejas X 400 G,371,3,1113,WITHOUT MONEY,1Q/4/23
ABEL D,PARTIAL,2020,30_1680362976796,3/4/2023,7/4/2023,OFF EN AEROSOL REPELENTE X 165 CM3,585,3,1755,WITHOUT MONEY,1Q/4/23
ABEL D,PARTIAL,1951,30_1682777292945,29/4/2023,3/5/2023,Tosti Tostadas Gruesas Clasica X 200 G,250,4,1000,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,2459,30_1682772608055,29/4/2023,3/5/2023,La Española Maiz Pisingallo X 500 G,174,10,1740,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,737,30_1682778121525,29/4/2023,3/5/2023,Pepsi Packx6 Latax 354 Cc,940,4,3760,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,2059,30_1682787472633,29/4/2023,3/5/2023,La Española Maiz Pisado Blanco X 400 G,174,1,174,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,1632,30_1682691067523,28/4/2023,2/5/2023,Mirinda Packx6 Manzana Botellax 500 Cc,1003,1,1003,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,1114,30_1682697742338,28/4/2023,2/5/2023,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,2,3600,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,718,30_1682531517373,27/4/2023,1/5/2023,La Aldea Alfajor Choco Blanco Displayx 12 U,2145,1,2145,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,1008,30_1682617823025,27/4/2023,1/5/2023,Bay Biscuit Bizcochos Sabor Original X 142 G,177,20,3540,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,1091,30_1682444227769,26/4/2023,30/4/2023,Dec Mix Frutos Secos Saludable X 35 G,156,3,468,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,1265,30_1682444489341,26/4/2023,30/4/2023,Bay Biscuit Bizcochos Sabor Original X 142 G,177,5,885,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,285,30_1682443458625,26/4/2023,30/4/2023,La Minucha Pure De Tomate Tetrapackx 520 Gr,110,12,1320,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,537,30_1682357457514,25/4/2023,29/4/2023,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,1,1800,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,2226,30_1682083909825,21/4/2023,25/4/2023,Yerbacid Yerba Mate Cedron X 500 G,255,3,765,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,2125,30_1681323007716,13/4/2023,17/4/2023,Trym's Papas Fritas Pimiento Morron Sin Tacc X 60 G,189,1,189,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,2125,30_1681323007716,13/4/2023,17/4/2023,Trym's Papas Fritas Sal Marina Y Pimienta Sin Tacc X 60 G,189,5,945,OUT OF STOCK,2Q/4/23
ABEL D,PARTIAL,2191,30_1681831527337,19/4/2023,23/4/2023,Yerbacid Yerba Mate Cedron X 500 G,255,1,255,CLOSED,2Q/4/23
ABEL D,PARTIAL,2191,30_1681831527337,19/4/2023,23/4/2023,Yerbacid Yerba Mate Peperina X 500 G,255,3,765,CLOSED,2Q/4/23
ABEL D,PARTIAL,2191,30_1681831527337,19/4/2023,23/4/2023,La Española Avena Instantanea X 300 G,199,4,796,CLOSED,2Q/4/23
ABEL D,PARTIAL,1781,30_1681910071208,19/4/2023,23/4/2023,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,2,3600,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,1781,30_1681910071208,19/4/2023,23/4/2023,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,2,3600,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,1781,30_1681910071208,19/4/2023,23/4/2023,Trym's Papas Fritas Clasicas Sin Tacc X 60 G,189,3,567,NO REQUEST,2Q/4/23
ABEL D,PARTIAL,2393,30_1681824922190,19/4/2023,23/4/2023,La Española Avena Instantanea X 300 G,199,1,199,NO REQUEST,2Q/4/23
ABEL D,PARTIAL,503,30_1681824589977,19/4/2023,23/4/2023,La Española Avena Instantanea X 300 G,199,5,995,OUT OF STOCK,2Q/4/23
ABEL D,PARTIAL,1632,30_1681830558102,19/4/2023,23/4/2023,La Española Avena Instantanea X 300 G,199,6,1194,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,1632,30_1682000182664,20/4/2023,24/4/2023,Palau Agua Mineral Bidon 2 Ux 6 Lts,712,5,3560,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,1632,30_1681999231012,20/4/2023,24/4/2023,Green Olive Aceite De Oliva Extra Intenso Petx 1 L,681,3,2043,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,1632,30_1681999231012,20/4/2023,24/4/2023,La Española Garbanzo X 400 G,265,10,2650,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,537,30_1681740739129,18/4/2023,22/4/2023,Yerbacid Yerba Mate Peperina X 500 G,255,2,510,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,2630,30_1681771638833,18/4/2023,22/4/2023,Sportade Bebida Isotonica Frutas Packx6 U Botx 750 Ml,1250,1,1250,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,709,30_1681739597288,18/4/2023,22/4/2023,Arbanit Cubanitos Avellanas Displayx 12 Unidades,1270,2,2540,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,2022,30_1681576161143,17/4/2023,21/4/2023,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,2476,30_1681574221185,17/4/2023,21/4/2023,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,1,1800,WITHOUT MONEY,2Q/4/23
ABEL D,TOTAL,2050,30_1681913779173,20/4/2023,24/4/2023,Trym's Batatas Clasicas Sin Tacc X 65 G,205,10,2050,WITHOUT MONEY,2Q/4/23
ABEL D,TOTAL,2050,30_1681913779173,20/4/2023,24/4/2023,Yerbacid Yerba Mate Peperina X 500 G,255,10,2550,WITHOUT MONEY,2Q/4/23
ABEL D,TOTAL,2050,30_1681913779173,20/4/2023,24/4/2023,La Española Lentejas X 400 G,171,10,1710,WITHOUT MONEY,2Q/4/23
ABEL D,TOTAL,2545,30_1681572632223,17/4/2023,21/4/2023,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,2,3600,WITHOUT MONEY,2Q/4/23
ABEL D,TOTAL,2545,30_1681572632223,17/4/2023,21/4/2023,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,2,3600,WITHOUT MONEY,2Q/4/23
ABEL D,TOTAL,1762,30_1682692043285,28/4/2023,2/5/2023,Green Olive Aceite De Oliva Extra Intenso Petx 1 L,681,3,2043,WITHOUT MONEY,2Q/4/23
ABEL D,PARTIAL,1977,30_1683300739036,6/5/2023,10/5/2023,Trym's Batatas Clasicas Sin Tacc X 65 G,205,1,205,Damaged/broken product,1Q/5/23
ABEL D,PARTIAL,1952,30_1682767726160,29/4/2023,3/5/2023,Que Lo Paleo Barra Proteica Choco Negro X 12 U,1800,1,1800,CLOSED,1Q/5/23
ABEL D,PARTIAL,1789,30_1682775387285,29/4/2023,3/5/2023,Que Lo Paleo Barra Proteica Choco Blanco X 12 U,1800,1,1800,CLOSED,1Q/5/23
ABEL D,PARTIAL,1632,30_1683296400747,5/5/2023,9/5/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,2860,1,2860,CLOSED,1Q/5/23
ABEL D,PARTIAL,2317,30_1683295570141,5/5/2023,9/5/2023,La Española Lentejas X 400 G,171,1,171,CLOSED,1Q/5/23
ABEL D,PARTIAL,1996,30_1683130484750,4/5/2023,8/5/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,2860,1,2860,CLOSED,1Q/5/23
ABEL D,PARTIAL,1946,30_1683131385653,4/5/2023,8/5/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,2860,1,2860,CLOSED,1Q/5/23
ABEL D,PARTIAL,1969,30_1683215107860,4/5/2023,8/5/2023,Palau Agua Sin Gas 12 Botellax 500 Cc,952,2,1904,CLOSED,1Q/5/23
ABEL D,PARTIAL,1969,30_1683215107860,4/5/2023,8/5/2023,Que Lo Paleo Barra Proteica Castañas X 12 U,2860,1,2860,CLOSED,1Q/5/23
ABEL D,PARTIAL,364,30_1683639796934,10/5/2023,14/5/2023,Dec Mix Frutos Secos Energia X 250 G,400,6,2400,OUT OF STOCK,1Q/5/23
ABEL D,PARTIAL,799,30_1683641031240,10/5/2023,14/5/2023,Lulemuu Bizcochos Dulce X 50 G,82,4,328,WITHOUT MONEY,1Q/5/23
ABEL D,PARTIAL,799,30_1683641031240,10/5/2023,14/5/2023,Bay Biscuit Bizcochos Sabor Original X 35 G,75,5,375,WITHOUT MONEY,1Q/5/23
ABEL D,PARTIAL,799,30_1683641031240,10/5/2023,14/5/2023,Dec Mix Frutos Secos Energia X 250 G,400,3,1200,WITHOUT MONEY,1Q/5/23
ABEL D,PARTIAL,2349,30_1683650576072,10/5/2023,14/5/2023,Manto Blanco Sal Fina Packx20x 500 G,1144,1,1144,WITHOUT MONEY,1Q/5/23
ABEL D,PARTIAL,2357,30_1683733798976,11/5/2023,15/5/2023,SPORTADE PROMO 3ERA AL 50%,3125,1,3125,WITHOUT MONEY,1Q/5/23
LUIS EDUARDO R,TOTAL,2240,33_1674843896399,28/1/2023,1/2/2023,la española polenta x 500g,73,1,73,WITHOUT MONEY,2Q/1/23
LUIS EDUARDO R,TOTAL,2240,33_1674843896399,28/1/2023,1/2/2023,franks alfajor chocolate sin tacc x 8 u,1205,2,2410,WITHOUT MONEY,2Q/1/23
LUIS EDUARDO R,TOTAL,2240,33_1674843896399,28/1/2023,1/2/2023,Lulemuu Bizcochos Dulce X 50 G,82,15,1230,WITHOUT MONEY,2Q/1/23
LUIS EDUARDO R,TOTAL,2240,33_1674843896399,28/1/2023,1/2/2023,Bay Biscuit Bizcochos Sabor Original X 35 G,75,15,1125,WITHOUT MONEY,2Q/1/23
LUIS EDUARDO R,TOTAL,2240,33_1674843896399,28/1/2023,1/2/2023,Manto Blanco Sal Fina Packx20x 500 G,1144,20,22880,WITHOUT MONEY,2Q/1/23
LUIS EDUARDO R,TOTAL,1632,33_1674947656158,30/1/2023,3/2/2023,Arrotuc Galleta De Arroz Integral Salada X 12 U,86,20,1720,WITHOUT MONEY,2Q/1/23
LUIS EDUARDO R,TOTAL,1632,33_1674947656158,30/1/2023,3/2/2023,Arrotuc Galleta De Arroz Integral Sin Sal X 12 U,86,18,1548,WITHOUT MONEY,2Q/1/23
